Handling,CIVMID,ctb_ID,BadeaID,OldBadeaID,Specimens ID,Genotype,Sex,Lifestyle,Diet,Weight,DOB,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Handling,AgeExVivoMRI,Bruker_folder,ARunno,Second_Bruker_folder,Second_ARunno,SAMBA Brunno,DWI,GRE,T1,T2,Notes,Remark,Mn2Cl pump,fMRI,invivoDWI,Cardiac_ID,MicroCT_ID,Femur_Scan,Cohort_ID,NameGroup,Source,Cage#,GLP_1Start,GLP_1End,Age_End,Age_Months_current,Years,Days,Age_Months_Start,Ear_Marks,Group,Unnamed: 18,Unnamed: 19
210719_2,210719_2,,210719_2,210719_2,,KO,female,Sedentary,HFD,28.7,8/19/2020,,,,,,,,,,,,,,,,,Don't see in the inventory,0.0,,,210719-2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
210719_3,210719_3,,210719_3,210719_3,,KO,female,Sedentary,HFD,27.1,12/15/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210719-3,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
210719_4,210719_4,,210719_4,210719_4,,KO,female,Sedentary,HFD,41.5,11/22/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210719-4,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
210719_5,210719_5,,210719_5,210719_5,,KO,female,Sedentary,HFD,22.1,11/22/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210719-5,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
210719_6,210719_6,,210719_6,210719_6,,KO,male,Sedentary,HFD,40.1,11/22/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210719-6,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
210719_7,210719_7,,210719_7,210719_7,,KO,male,Sedentary,HFD,49.0,11/22/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210719-7,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
211028_8,211028_8,,211028_8,211028_8,,KO,male,Sedentary,Control,31.0,2/3/2020,,,,,,,,,,,,,,,,,Don't see in the inventory,0.0,,,211028_8,,,Cardiac_Scan_only,,,,,,,,,,,,,,
230314_1,230314_1,,230314_1,230314_1,,KO,male,Sedentary,Control,30.0,3/8/2022,,,,,,,,,,,,,,,,,,0.0,,,230314_1,,,Cardiac_Scan_only,,,,,,,,,,,,,,
230314_2,230314_2,,230314_2,230314_2,,KO,male,Sedentary,Control,31.0,3/4/2022,,,,,,,,,,,,,,,,,Still in the inventory,0.0,,,230314_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
230910_1,230910_1,,240216_1,240216_1,,APOE44,female,Sedentary,HFD,30.0,4/20/2022,2/16/2024,22.23333333,22.0,1.852777778,,,230910_1,A23091001,,,,,,,,,,0.0,,,230810_1,,,Cardiac_Scan_only/RNA&Proteomic,,,,,,,,,,,,,,
230910_2,230910_2,,230910_2,230910_2,,APOE44,female,Sedentary,HFD,37.0,4/20/2022,,22.23333333,,,,,230910_2,A23091002,,,,,,,,,died,0.0,,,230810_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
230910_3,230910_3,,240216_3,240216_3,,APOE44,female,Sedentary,HFD,34.0,7/23/2022,2/16/2024,19.1,19.0,1.591666667,,,230910_3,A23091003,,,,,,,,,,0.0,,,230810_3,,,Cardiac_Scan_only/RNA&Proteomic,,,,,,,,,,,,,,
230910_4,230910_4,,240216_4,240216_4,,APOE44,female,Sedentary,HFD,33.0,7/23/2022,2/16/2024,19.1,19.0,1.591666667,,,230910_4,A23091004,,,,,,,,,,0.0,,,230810_4,,,Cardiac_Scan_only/RNA&Proteomic,,,,,,,,,,,,,,
240223_1,240223_1,,240223_1,240223_1,,KO,male,Sedentary,Control,28.0,3/8/2022,2/23/2024,23.9,24.0,1.991666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240223_2,240223_2,,240223_2,240223_2,,KO,female,Sedentary,Control,26.0,3/8/2022,2/23/2024,23.9,24.0,1.991666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240223_3,240223_3,,240223_3,240223_3,,KO,female,Sedentary,Control,23.0,6/10/2022,2/23/2024,20.76666667,21.0,1.730555556,,,,,,,,,,,,,,0.0,,,231030-1,,,RNA & Proteomic study,,,,,,,,,,,,,,
240219_1,240219_1,,240219_1,240219_1,,APOE44,male,Sedentary,Control,26.0,8/22/2023,3/7/2024,6.6,7.0,0.55,6.033333333,,240219_1,A24021901,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_4,,,,,,,,,,,,,,
240219_2,240219_2,,240219_2,240219_2,,APOE44HN,male,Sedentary,Control,29.0,8/14/2023,3/7/2024,6.866666667,7.0,0.5722222222,6.3,,240219_2,A24021902,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_4,,,,,,,,,,,,,,
240219_3,240219_3,,240219_3,240219_3,,APOE44HN,male,Sedentary,Control,31.0,8/14/2023,3/7/2024,6.866666667,7.0,0.5722222222,6.3,,240219_3,A24021903,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_4,,,,,,,,,,,,,,
231213_1,231213_1,,231213_1,231213_1,,APOE44HN,female,Sedentary,Control,20.0,2/20/2022,12/13/2023,22.03333333,22.0,1.836111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231213_2,231213_2,,231213_2,231213_2,,APOE44HN,female,Sedentary,Control,30.0,2/14/2022,12/13/2023,22.23333333,22.0,1.852777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231213_3,231213_3,,231213_3,231213_3,,APOE44HN,female,Sedentary,Control,27.0,2/14/2022,12/13/2023,22.23333333,22.0,1.852777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231213_4,231213_4,,231213_4,231213_4,,APOE33HN,male,Sedentary,Control,29.0,11/2/2021,12/13/2023,25.7,26.0,2.141666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231017_1,231017_1,,231017_1,231017_1,,KO,female,Sedentary,Control,27.0,8/27/2021,10/17/2023,26.03333333,26.0,2.169444444,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231017_2,231017_2,,231017_2,231017_2,,KO,female,Sedentary,Control,27.0,8/30/2021,10/17/2023,25.93333333,26.0,2.161111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231017_3,231017_3,,231017_3,231017_3,,KO,female,Sedentary,Control,23.0,8/30/2021,10/17/2023,25.93333333,26.0,2.161111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
231017_4,231017_4,,231017_4,231017_4,,KO,female,Sedentary,Control,21.0,8/30/2021,10/17/2023,25.93333333,26.0,2.161111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230908_1,230908_1,,230908_1,230908_1,,APOE33,female,Sedentary,Control,30.0,12/22/2021,9/8/2023,20.83333333,21.0,1.736111111,,,,,,,,,,,,,Freeze Brain,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230901_1,230901_1,,230901_1,230901_1,,APOE22HN,male ,Sedentary,HFD,39.0,10/3/2021,9/1/2023,23.26666667,23.0,1.938888889,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230901_2,230901_2,,230901_2,230901_2,,APOE22HN,male,Sedentary,HFD,54.0,10/3/2021,9/1/2023,23.26666667,23.0,1.938888889,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230831_1,230831_1,,230831_1,230831_1,,APOE22HN,female,Sedentary,HFD,59.0,10/3/2021,8/31/2023,23.23333333,23.0,1.936111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230831_2,230831_2,,230831_2,230831_2,,APOE22HN,female,Sedentary,HFD,42.0,10/3/2021,8/31/2023,23.23333333,23.0,1.936111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230831_3,230831_3,,230831_3,230831_3,,APOE22HN,female,Sedentary,HFD,65.0,10/3/2021,8/31/2023,23.23333333,23.0,1.936111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230830_1,230830_1,,230830_1,230830_1,,APOE22HN,male,Sedentary,Control,28.0,4/5/2021,8/30/2023,29.23333333,29.0,2.436111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230830_2,230830_2,,230830_2,230830_2,,APOE22HN,male,Sedentary,Control,32.0,4/5/2021,8/30/2023,29.23333333,29.0,2.436111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230830_3,230830_3,,230830_3,230830_3,,APOE22HN,male,Sedentary,Control,32.0,4/5/2021,8/30/2023,29.23333333,29.0,2.436111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230829_1,230829_1,,230829_1,230829_1,,APOE22HN,male,Sedentary,Control,31.0,2/23/2021,8/29/2023,30.56666667,31.0,2.547222222,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230829_2,230829_2,,230829_2,230829_2,,APOE22HN,male,Sedentary,Control,24.0,2/25/2021,8/29/2023,30.5,30.0,2.541666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230829_3,230829_3,,230829_3,230829_3,,APOE22HN,female,Sedentary,Control,30.0,6/29/2021,8/29/2023,26.36666667,26.0,2.197222222,,,,,,,,,,,,,,0.0,,,220805-1,,,RNA & Proteomic study,,,,,,,,,,,,,,
230829_4,230829_4,,230829_4,230829_4,,APOE22HN,female,Sedentary,Control,25.0,8/15/2021,8/29/2023,24.8,25.0,2.066666667,,,,,,,,,,,,,,0.0,,,220805-2,,,RNA & Proteomic study,,,,,,,,,,,,,,
230829_5,230829_5,,230829_5,230829_5,,APOE22HN,female,Sedentary,Control,24.0,4/21/2021,8/29/2023,28.66666667,29.0,2.388888889,,,,,,,,,,,,,,0.0,,,220805-3,,,RNA & Proteomic study,,,,,,,,,,,,,,
230609_1,230609_1,,230609_1,230609_1,,APOE33HN,male,Sedentary,Control,34.0,9/20/2021,6/9/2023,20.9,21.0,1.741666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230609_2,230609_2,,230609_2,230609_2,,APOE33HN,male,Sedentary,Control,33.0,9/20/2021,6/9/2023,20.9,21.0,1.741666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230609_3,230609_3,,230609_3,230609_3,,APOE33HN,male,Sedentary,Control,36.0,9/20/2021,6/9/2023,20.9,21.0,1.741666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230608_1,230608_1,,230608_1,230608_1,,APOE22HN,female,Sedentary,Control,25.0,1/6/2021,6/8/2023,29.43333333,29.0,2.452777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230608_2,230608_2,,230608_2,230608_2,,APOE22HN,female,Sedentary,Control,26.0,1/6/2021,6/8/2023,29.43333333,29.0,2.452777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230608_3,230608_3,,230608_3,230608_3,,APOE33HN,male,Sedentary,Control,33.0,8/1/2021,6/8/2023,22.53333333,22.0,1.877777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230607_4,230607_4,,230607_4,230607_4,,APOE33HN,female,Sedentary,Control,29.0,12/9/2020,6/7/2023,30.33333333,30.0,2.527777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230607_5,230607_5,,230607_5,230607_5,,APOE22HN,male,Sedentary,Control,35.0,1/6/2021,6/7/2023,29.4,29.0,2.45,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230607_6,230607_6,,230607_6,230607_6,,APOE22HN,male,Sedentary,Control,32.0,1/6/2021,6/7/2023,29.4,29.0,2.45,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230607_7,230607_7,,230607_7,230607_7,,APOE22HN,male,Sedentary,Control,32.0,1/23/2021,6/7/2023,28.83333333,29.0,2.402777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230511_1,230511_1,,230511_1,230511_1,,APOE44HN,male,Sedentary,Control,25.0,11/14/2022,5/11/2023,5.933333333,6.0,0.4944444444,,,,,,,,,,,,,Proteomic done,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
230511_2,230511_2,,230511_2,230511_2,,APOE44HN,female,Sedentary,Control,14.0,11/29/2022,5/11/2023,5.433333333,5.0,0.4527777778,,,,,,,,,,,,,Proteomic done,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240212_1,240212_1,,240212_1,240212_1,,APOE33,female,Sedentary,Control,24.0,12/5/2022,3/6/2024,15.23333333,15.0,1.269444444,,,240212_1_apoe_b,A24021201,,,,,,,,,,0.0,,,240212-1,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240212_2,240212_2,,240212_2,240212_2,,APOE33,female,Sedentary,Control,26.0,12/5/2022,3/6/2024,15.23333333,15.0,1.269444444,,,240212_2_apoe_b,A24021202,,,,,,,,,,0.0,,,240212-2,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240212_3,240212_3,,240212_3,240212_3,,APOE22HN,male,Sedentary,Control,31.0,12/6/2022,3/6/2024,15.2,15.0,1.266666667,,,240212_3,A24021203,,,,,,,,,,0.0,,,240212-3,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240212_4,240212_4,,240212_4,240212_4,,APOE22HN,male,Sedentary,Control,30.0,12/6/2022,3/6/2024,15.2,15.0,1.266666667,,,240212_4,A24021204,,,,,,,,,,0.0,,,240212-4,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240212_5,240212_5,,240212_5,240212_5,,APOE22HN,male,Sedentary,Control,32.0,12/6/2022,3/6/2024,15.2,15.0,1.266666667,,,240212_5,A24021205,,,,,,,,,,0.0,,,240212-5,,,Control_Exercise study,,,,,,,,,,,,,,
240212_6,240212_6,,240212_6,240212_6,,APOE22HN,male,Sedentary,Control,30.0,12/6/2022,3/7/2024,15.23333333,15.0,1.269444444,,,240212_6,A24021206,,,,,,,,,,0.0,,,240212-6,,,Control_Exercise study,,,,,,,,,,,,,,
240212_7,240212_7,,240212_7,240212_7,,APOE22HN,female,Sedentary,Control,25.0,1/20/2023,3/7/2024,13.73333333,14.0,1.144444444,,,240212_7,A24021207,,,,,,,,,,0.0,,,240212-7,,,Control_Exercise study,,,,,,,,,,,,,,
240212_8,240212_8,,240212_8,240212_8,,APOE22,female,Sedentary,Control,26.0,11/14/2022,3/5/2024,15.9,16.0,1.325,,,240212_8,A24021208,,,,,,,,,,0.0,,,240212-8,,,Control_Exercise study,,,,,,,,,,,,,,
240212_9,240212_9,,240212_9,240212_9,,APOE22,female,Sedentary,Control,25.0,11/14/2022,3/5/2024,15.9,16.0,1.325,,,240212_9,A24021209,,,,,,,,,,0.0,,,240212-9,,,Control_Exercise study,,,,,,,,,,,,,,
240212_10,240212_10,,240212_10,240212_10,,APOE22,female,Sedentary,Control,24.0,11/14/2022,3/5/2024,15.9,16.0,1.325,,,240212_10,A24021210,,,,,,,,,,0.0,,,240212-10,,,Control_Exercise study,,,,,,,,,,,,,,
240212_11,240212_11,,240212_11,240212_11,,APOE22,female,Sedentary,Control,24.0,11/14/2022,3/5/2024,15.9,16.0,1.325,,,240212_11,A24021211,,,,,,,,,,0.0,,,240212-11,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240212_12,240212_12,,240212_12,240212_12,,APOE22,female,Sedentary,Control,26.0,11/14/2022,3/5/2024,15.9,16.0,1.325,,,240212_12apoe,A24021212,,,,,,,,,,0.0,,,240212-12,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240314_1,240314_1,,240314_1,240314_1,,APOE44HN,male,Sedentary,Control,38.0,6/30/2022,3/14/2024,20.76666667,21.0,1.730555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240314_2,240314_2,,240314_2,240314_2,,APOE44HN,female,Sedentary,Control,28.0,5/12/2022,3/14/2024,22.4,22.0,1.866666667,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240314_3,240314_3,,240314_3,240314_3,,APOE44HN,female,Sedentary,HFD,16.0,6/30/2022,3/14/2024,20.76666667,21.0,1.730555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240314_4,240314_4,,240314_4,240314_4,,APOE44HN,female,Sedentary,HFD,56.0,6/30/2022,3/14/2024,20.76666667,21.0,1.730555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240314_5,240314_5,,240314_5,240314_5,,APOE44HN,female,Sedentary,HFD,53.0,6/30/2022,3/14/2024,20.76666667,21.0,1.730555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240325_1,240325_1,,240325_1,240325_1,,APOE44,female,Sedentary,Control,26.0,9/18/2022,3/25/2024,18.46666667,18.0,1.538888889,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240325_2,240325_2,,240325_2,240325_2,,APOE44,female,Sedentary,Control,25.0,9/18/2022,3/25/2024,18.46666667,18.0,1.538888889,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240325_3,240325_3,,240325_3,240325_3,,APOE44,female,Sedentary,Control,30.0,9/18/2022,3/25/2024,18.46666667,18.0,1.538888889,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240325_4,240325_4,,240325_4,240325_4,,APOE44,female,Sedentary,Control,29.0,9/18/2022,3/25/2024,18.46666667,18.0,1.538888889,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240326_1,240326_1,,240326_1,240326_1,,APOE44,male,Sedentary,Control,31.0,6/4/2022,3/26/2024,22.03333333,22.0,1.836111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240326_2,240326_2,,240326_2,240326_2,,APOE44,female,Sedentary,Control,32.0,6/4/2022,3/26/2024,22.03333333,22.0,1.836111111,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240326_3,240326_3,,240326_3,240326_3,,APOE44,male,Sedentary,Control,33.0,7/23/2022,3/27/2024,20.43333333,20.0,1.702777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240326_4,240326_4,,240326_4,240326_4,,APOE44,male,Sedentary,Control,34.0,7/23/2022,3/27/2024,20.43333333,20.0,1.702777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240326_5,240326_5,,240326_5,240326_5,,APOE44,male,Sedentary,Control,30.0,7/23/2022,3/27/2024,20.43333333,20.0,1.702777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240326_6,240326_6,,240326_6,240326_6,,APOE44,male,Sedentary,Control,33.0,7/23/2022,3/27/2024,20.43333333,20.0,1.702777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240329_1,240329_1,,240329_1,240329_1,,APOE22,male,Sedentary,Control,30.0,9/2/2022,3/29/2024,19.13333333,19.0,1.594444444,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240329_2,240329_2,,240329_2,240329_2,,APOE22,male,Sedentary,Control,27.0,9/2/2022,3/29/2024,19.13333333,19.0,1.594444444,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240329_3,240329_3,,240329_3,240329_3,,APOE22,male,Sedentary,Control,31.0,9/2/2022,3/29/2024,19.13333333,19.0,1.594444444,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240329_4,240329_4,,240329_4,240329_4,,APOE22,male,Sedentary,Control,31.0,9/2/2022,3/29/2024,19.13333333,19.0,1.594444444,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240402_1,240402_1,,240402_1,240402_1,,APOE22,female,Sedentary,Control,31.0,7/20/2022,4/2/2024,20.73333333,20.0,1.727777778,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240402_2,240402_2,,240402_2,240402_2,,APOE22,female,Sedentary,Control,27.0,9/2/2022,4/2/2024,19.26666667,21.0,1.605555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240402_3,240402_3,,240402_3,240402_3,,APOE22,female,Sedentary,Control,26.0,9/2/2022,4/2/2024,19.26666667,22.0,1.605555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240403_2,240403_2,,240403_2,240403_2,,APOE33,male,Sedentary,Control,31.0,5/9/2022,4/4/2024,23.2,24.0,1.933333333,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240403_3,240403_3,,240403_3,240403_3,,APOE33,female,Sedentary,Control,33.0,3/8/2022,4/4/2024,25.26666667,25.0,2.105555556,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240617_2,240617_2,,240617_2,240617_2,,KO,male,Sedentary,Control,30.0,3/8/2022,6/17/2024,27.73333333,,2.311111111,,,,,,,,,,,,,,0.0,,,230314-3,,,Cerebral Microvasculature test,,,,,,,,,,,,,,
240617_1,240617_1,,240617_1,240617_1,,APOE44,male,Sedentary,Control,33.0,1/9/2023,6/17/2024,17.5,,1.458333333,,,,,,,,,,,,,,0.0,,,,,Femur,Cerebral Microvasculature test,,,,,,,,,,,,,,
240617_3,240617_3,,240617_3,240617_3,,KO,female,Sedentary,Control,24.0,6/10/2022,7/9/2024,25.33333333,,2.111111111,,,,,,,,,,,,,,0.0,,,231213-1,,,Cerebral Microvasculature test,,,,,,,,,,,,,,
240618_1,240618_1,,240618_1,240618_1,,APOE44HN,male,Sedentary,Control,35.0,10/25/2022,6/18/2024,20.06666667,,1.672222222,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240618_2,240618_2,,240618_2,240618_2,,APOE44HN,male,Sedentary,Control,28.0,10/25/2022,6/18/2024,20.06666667,,1.672222222,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240701_1,240701_1,,240701_1,240701_1,,APOE22,male,Sedentary,Control,30.0,5/5/2022,7/1/2024,26.26666667,,2.188888889,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240701_2,240701_2,,240701_2,240701_2,,APOE22,female,Sedentary,Control,28.0,5/26/2022,7/1/2024,25.56666667,,2.130555556,,,,,,,,,,,,,,0.0,,,,,,RNA & Proteomic study,,,,,,,,,,,,,,
240709_1,240709_1,,240709_1,240709_1,,APOE22,male,Sedentary,HFD,48.0,11/14/2022,7/9/2024,20.1,,1.675,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240709_2,240709_2,,240709_2,240709_2,,APOE22,male,Sedentary,HFD,50.0,11/14/2022,7/9/2024,20.1,,1.675,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240709_3,240709_3,,240709_3,240709_3,,APOE22,male,Sedentary,HFD,42.0,11/14/2022,7/9/2024,20.1,,1.675,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240709_4,240709_4,,240709_4,240709_4,,APOE22,male,Sedentary,HFD,46.0,11/14/2022,7/9/2024,20.1,,1.675,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240710_1,240710_1,,240710_1,240710_1,,APOE44,male,Sedentary,HFD,42.0,9/18/2022,7/10/2024,22.03333333,,1.836111111,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240710_2,240710_2,,240710_2,240710_2,,APOE44,male,Sedentary,HFD,56.0,9/18/2022,7/10/2024,22.03333333,,1.836111111,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240710_3,240710_3,,240710_3,240710_3,,APOE44,male,Sedentary,HFD,52.0,9/18/2022,7/10/2024,22.03333333,,1.836111111,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240716_1,240716_1,,240716_1,240716_1,,APOE22,female,Sedentary,HFD,41.0,10/10/2022,7/16/2024,21.5,,1.791666667,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240716_2,240716_2,,240716_2,240716_2,,APOE22,female,Sedentary,HFD,21.0,10/10/2022,7/16/2024,21.5,,1.791666667,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240716_3,240716_3,,240716_3,240716_3,,APOE22,female,Sedentary,HFD,46.0,10/10/2022,7/16/2024,21.5,,1.791666667,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240716_4,240716_4,,240716_4,240716_4,,APOE22,female,Sedentary,HFD,66.0,10/10/2022,7/16/2024,21.5,,1.791666667,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240716_5,240716_5,,240716_5,240716_5,,APOE22,female,Sedentary,HFD,53.0,10/10/2022,7/16/2024,21.5,,1.791666667,,,,,,,,,,,,,,0.0,,,,,Femur,RNA & Proteomic study,,,,,,,,,,,,,,
240722_1,240722_1,,240722_1,240722_1,,APOE22,male,Sedentary,Control,37.0,11/29/2022,7/22/2024,20.03333333,,1.669444444,,,,,,,,,,,,,,0.0,,,,,,Cerebral Microvasculature test,,,,,,,,,,,,,,
240722_2,240722_2,,240722_2,240722_2,,APOE22,male,Sedentary,Control,34.0,11/29/2022,7/22/2024,20.03333333,,1.669444444,,,,,,,,,,,,,,0.0,,,,,,Cerebral Microvasculature test,,,,,,,,,,,,,,
,,,250530_1,,,APOE22HN,male,Sedentary,HFD+GLP1,37.0,12/5/2024,,15.87,,,,,,B26010800,,,,,,,,,,,,,,,,,,,1725977.0,10/1/2025,12/1/2025,11.87,15.87,0.580555556,209.0,6.966666667,L,HFD&GLP_1,,
,,,250530_2,,,APOE22HN,male,Sedentary,HFD+GLP1,44.0,12/5/2024,,15.87,,,,,,B26010801,,,,,,,,,,,,,,,,,,,1725977.0,10/1/2025,12/1/2025,11.87,15.87,0.580555556,209.0,6.966666667,R,HFD&GLP_1,,
